CaseId,ActivityId,Text,Activity,SpecificActivity
170,2,"Subject: Re: Boat Hire Enquiry for Corporate Event on 15th June

Dear James,

Thank you for responding and providing detailed information and a quote for our corporate event.

After careful consideration, we have decided not to proceed with this booking as our budget constraints exceed the overall estimated costs.

We appreciate the time and effort you have taken to assist us with our enquiry. Should we require similar services in the future, we will certainly keep Boathire in mind and reach out again.

Thank you once again for your understanding.

Best regards,
James Smith",Offer Rejected,Offer Rejected
171,0,"Subject: Boat Hire Enquiry for Corporate Event - 15 Guests

Dear Boathire Team,

I hope this message finds you well.

I am writing to inquire about hiring a boat for a corporate event I am organising. We are planning an outing for a group of 15 people and would require your boat hire services, including catering.

Here are the details for our event:
- **Event Type**: Corporate Team-Building Event
- **Number of Guests**: 15 people
- **Date**: 25th November 2023
- **Time**: 1:00 PM to 6:00 PM

For catering, we are looking for a lunch service that includes vegetarian and non-vegetarian options, along with some light snacks and beverages throughout the event.

Could you please provide information on the available boats suitable for our group size and the catering packages you offer? Additionally, any pricing details, booking procedures and available amenities would be greatly appreciated.

Thank you for your assistance. I look forward to your response.

Best regards,

Emma Johnson
Email: emma.johnson@example.com
Phone: 07500 123456
",Receive Enquiry,Receive Enquiry / Catered / Medium Group
171,1,"Subject: Re: Boat Hire Enquiry for Corporate Event - 15 Guests

Dear Emma,

Thank you for your enquiry and for considering Boathire for your corporate team-building event. We would be delighted to assist you in hosting a memorable outing for your group.

### Available Boats
For a group of 15 people, I would recommend The Aquaholic, which can comfortably accommodate up to 30 guests. This will give you ample space to ensure everyone’s comfort and enjoyment.

### Catering Options
We offer various catering packages tailored to suit diverse preferences. For your event, we can provide a lunch service with both vegetarian and non-vegetarian options, light snacks, and a selection of beverages (including soft drinks, juices, and alcoholic options if desired).

### Pricing and Booking
#### Boat Hire:
- **The Aquaholic**: £1,200 for a 5-hour charter (1:00 PM to 6:00 PM)

#### Catering Packages (per person):
- **Standard Package**: £35 per person (includes vegetarian and non-vegetarian lunch, snacks, and beverages)
- **Premium Package**: £50 per person (includes gourmet vegetarian and non-vegetarian lunch, premium snacks, and a wider range of beverages)

**Total Cost Estimate:**
- Boat Hire: £1,200
- Catering: £35 x 15 guests = £525 (Standard Package) or £50 x 15 guests = £750 (Premium Package)
- **Estimated Total**: £1,725 (Standard) or £1,950 (Premium)

### Booking Procedure
To proceed with your booking, please follow these steps:
1. Confirm your preferred catering package.
2. Review and agree to the total cost estimate.
3. Provide a deposit of 30% of the total cost to secure your booking.
4. Complete our booking form, which I'll send upon your confirmation.

### Included Amenities
- Comfortable seating arrangements
- On-board restroom facilities
- Music system and PA for announcements
- Professional crew to assist you throughout the event

If you have any specific requests or further questions, please let me know, and I'll be happy to assist.

We look forward to hosting your event and creating a wonderful experience for your team.

Best regards,

James
Boathire Team
Email: info@boathire.com
Phone: 020 7000 0000",Send Offer,Send Offer / Catered / Aquaholic
171,2,"Subject: Re: Boat Hire Enquiry for Corporate Event - 15 Guests

Dear James,

Thank you very much for your detailed response and the information provided regarding your boat hire services and catering packages.

After careful consideration, we've decided to explore other options that more closely align with our budget and specifications for the event.

We appreciate your time and assistance in addressing our inquiry, and we hope to consider Boathire for future events. 

Thank you once again and best wishes.

Best regards,

Emma Johnson",Offer Rejected,Offer Rejected
172,0,"Subject: Boat Hire Enquiry for Event

Dear Boathire Team,

I hope this email finds you well.

I am writing to enquire about hiring a boat for a corporate outing we are planning. We are expecting around 25 guests for this event. Here are the details we currently have in mind:

- **Event:** Corporate Team Building Day
- **Date:** Friday, 20th October 2023
- **Time:** 10:00 AM to 4:00 PM
- **Number of Guests:** 25

Additionally, we would require on-board catering for the event. Could you please provide us with your catering options and the associated costs?

My name is John Smith, and I am the event coordinator for this outing. I would appreciate it if you could provide information on the available boats that could accommodate our group size and any added services or packages you might offer.

Thank you very much for your assistance. I look forward to hearing from you soon.

Best regards,

John Smith  
Corporate Events Coordinator  
johnsmith@corporateevents.com  
+44 1234 567890",Receive Enquiry,Receive Enquiry / Catered / Medium Group
172,1,"Subject: Re: Boat Hire Enquiry for Event

Dear John,

Thank you for reaching out to Boathire. We are delighted to hear about your interest in hiring one of our boats for your upcoming corporate team-building day.

For your event on Friday, 20th October 2023, with 25 guests, I would recommend our **Harbor Harmony** boat, which can comfortably accommodate up to 30 people. This should provide a spacious and enjoyable environment for your team-building activities.

We can certainly arrange on-board catering for your event. Here are the catering options available:

1. **Standard Package:**
   - Selection of sandwiches and wraps
   - Fresh fruit platter
   - Assorted snacks (crisps, nuts, etc.)
   - Soft drinks and bottled water
   - Cost: £25 per person

2. **Premium Package:**
   - Variety of gourmet sandwiches and wraps
   - Cheese and charcuterie board
   - Fresh fruit and dessert platter
   - Assorted snacks (crisps, nuts, etc.)
   - Soft drinks, bottled water, and a selection of juices
   - Cost: £35 per person

3. **Luxurious Package:**
   - Deluxe sandwiches and wrap options
   - Fresh seafood platter
   - Selection of premium cheeses and summer fruits
   - Assorted gourmet snacks
   - Soft drinks, bottled water, and a selection of luxury juices
   - Cost: £50 per person

We can also tailor the catering to any specific dietary requirements your guests may have. Please let us know your preferred catering option and any dietary restrictions we should be aware of.

Additional Services and Packages:
- **Entertainment Options:** DJ or live band options
- **Decoration Packages:** Themed decor and event styling services

Please inform us if you would be interested in any of these additional services, and we can provide more details and associated costs.

Once you have reviewed the options, kindly confirm your preferred catering package and any additional services you'd like to include. We will then proceed with drafting a formal quotation for your event.

Thank you once again for choosing Boathire. We look forward to making your corporate outing a memorable experience.

Best regards,

James  
Boathire Team  
info@boathire.com  
+44 1234 567891",Send Offer,Send Offer / Catered / Aquaholic
172,2,"Subject: Re: Boat Hire Enquiry for Event

Dear James,

Thank you for your prompt and detailed response.

After careful consideration, we have decided to explore other options for our corporate outing at this time. 

I appreciate your assistance and the information you provided. If circumstances change, I will certainly keep Boathire in mind for future events.

Thank you once again for your time and assistance.

Best regards,

John Smith  
Corporate Events Coordinator  
johnsmith@corporateevents.com  
+44 1234 567890",Offer Rejected,Offer Rejected
173,0,"Subject: Boat Hire Inquiry for Corporate Event on May 15th 

Dear Boathire Team,

I hope this message finds you well.

I am writing to inquire about hiring a boat for a corporate event I am organising. We are planning to host approximately 25 guests. The event is scheduled for May 15th, and we would ideally like to set sail at around 10:00 AM and return by 4:00 PM on the same day.

Additionally, we would require catering services to be provided on board. We are looking for a lunch menu that includes a variety of options, including vegetarian, vegan, and gluten-free dishes, to accommodate all dietary preferences of our attendees.

Could you please provide me with information regarding the availability of a suitable boat for our group size on the mentioned date, as well as a quote that includes your catering services?

Thank you in advance for your assistance.

Best regards,

Jonathan Smith
jonathan.smith@example.com
+44 1234 567890",Receive Enquiry,Receive Enquiry / Catered / Medium Group
173,1,"Subject: Re: Boat Hire Inquiry for Corporate Event on May 15th

Dear Jonathan,

Thank you for reaching out to Boathire for your upcoming corporate event. We are delighted to assist you with your plans.

Based on the information you have provided, I am pleased to inform you that the Aquaholic, which accommodates up to 30 people, is available for charter on May 15th. This vessel would be perfect for your group size and includes a professional crew to ensure a smooth and enjoyable experience.

As for the catering services, we can certainly provide a lunch menu that includes a variety of options, including vegetarian, vegan, and gluten-free dishes to cater to all dietary preferences of your attendees. Our catering team will work with you to design a menu that meets your specific requirements.

Below is a summary of the details and costs for your requested charter:

1. **Boat: The Aquaholic (up to 30 people)**
   - Charter Duration: 10:00 AM to 4:00 PM
   - Charter Cost: £1,200

2. **Catering Services**
   - Lunch Menu (including vegetarian, vegan, and gluten-free options)
   - Catering Cost: £35 per person

**Total Costs:**
- Boat Charter: £1,200
- Catering for 25 guests: £875 (25 guests x £35 per person)
- **Grand Total: £2,075**

Please let us know if you require any further customisation or additional services. If you would like to proceed with the booking or if you have any questions, feel free to contact me directly at james.boathire@example.com or call us at +44 1234 567891.

Thank you for considering Boathire for your event. We look forward to making your corporate event a memorable experience.

Best regards,

James
Boathire Team
james.boathire@example.com
+44 1234 567891",Send Offer,Send Offer / Catered / Aquaholic
174,0,"Subject: Boat Hire Inquiry for Corporate Event on 15th June

Dear Boathire Team,

I hope this email finds you well.

I am writing to inquire about hiring a boat for a corporate event we are planning for our company. We are expecting around 25 guests and are looking to host the event on the 15th of June. The ideal timing for the hire would be from 2:00 PM to 6:00 PM.

In addition to the boat hire, we are also interested in your catering services. Could you please provide options for both finger foods and more substantial meals? Additionally, it would be great to know if you can accommodate dietary restrictions such as vegetarian and gluten-free options.

Could you please send me the details of the available boats, catering menus, and the associated costs?

Thank you very much for your assistance. Looking forward to your prompt reply.

Best regards,

Michael Thompson
michael.thompson@email.com
+44 1234 567890",Receive Enquiry,Receive Enquiry / Catered / Medium Group
174,1,"Subject: Re: Boat Hire Inquiry for Corporate Event on 15th June

Dear Michael,

Thank you for contacting Boathire concerning your upcoming corporate event. We would be delighted to assist you in planning your special occasion.

For your party of 25 guests, the Aquaholic (capacity of up to 30 people) would be the ideal choice. This vessel is perfect for private events and offers ample space for your guests to enjoy the time onboard.

### Details of the Available Boat:
**Boat**: The Aquaholic
**Capacity**: Up to 30 people
**Hire Time**: 2:00 PM to 6:00 PM on the 15th of June

### Catering Options:
We offer a range of catering options to suit your needs, including both finger foods and more substantial meals. Our catering services also accommodate dietary restrictions such as vegetarian and gluten-free options.

**Finger Foods Menu:**
- Assorted Canapés (vegetarian and non-vegetarian)
- Mini Sandwiches (vegetarian and gluten-free options)
- Fresh Fruit Platters
- Cheese and Crackers

**Substantial Meals Menu:**
- Grilled Chicken with Roasted Vegetables (gluten-free)
- Vegetarian Pasta Salad
- Quinoa and Vegetable Bowl (gluten-free & vegetarian)
- Assorted Desserts (including gluten-free options)

### Cost Breakdown:
- **Boat Hire**: The Aquaholic for a 4-hour duration: [Price] (please contact our office for the exact pricing as it varies based on specifics)
- **Catering (Finger Foods)**: £[Price per Guest] (please contact for specific pricing)
- **Catering (Substantial Meals)**: £[Price per Guest] (please contact for specific pricing)

We would recommend booking as soon as possible to ensure availability for your desired date. Please let us know if you have any further requirements or require additional information regarding the event setup, entertainment, or any other specifics.

We look forward to making your corporate event memorable. 

Best Regards,

James Smith
Boathire Events Coordinator
Email: info@boathire.co.uk
Phone: +44 1234 567890",Send Offer,Send Offer / Catered / Aquaholic
175,0,"Subject: Inquiry for Boat Hire and Catering Service

Dear Boathire Team,

I hope this message finds you well.

I am planning a corporate event and am interested in hiring a boat for the occasion. We expect approximately 25 guests to attend the event.

Here are the details of the event:

- **Event:** Corporate Team-Building Retreat
- **Guests:** 25
- **Date:** June 15, 2023
- **Time:** 5:00 PM to 9:00 PM
- **Location:** Westminster Pier

In addition to the boat hire, we would require catering services for the evening. Could you please provide information on the catering options available and any sample menus? Additionally, please include details on pricing for both the boat hire and the catering service.

My name is John Smith, and I would appreciate it if you could contact me at your earliest convenience to discuss the details further. My contact number is 07700 900123.

Thank you very much for your assistance. I look forward to hearing from you soon.

Best regards,

John Smith",Receive Enquiry,Receive Enquiry / Catered / Medium Group
175,1,"Subject: Re: Inquiry for Boat Hire and Catering Service

Dear John Smith,

Thank you for reaching out to Boathire and for considering us for your corporate team-building retreat. We are pleased to offer our services for your event and provide you with the information you need.

Based on your requirement of hosting approximately 25 guests, we recommend our vessel **Harbor Harmony**, which is designed for up to 30 people, ensuring a comfortable and enjoyable experience for your team.

### **Boat Hire Details:**
- **Boat:** Harbor Harmony
- **Capacity:** Up to 30 people
- **Date:** June 15, 2023
- **Time:** 5:00 PM to 9:00 PM
- **Location:** Westminster Pier

### **Catering Services:**
We offer a variety of catering options to suit different preferences and budgets. Below are some of our sample menus:

1. **Standard Buffet Menu:**
   - Assorted Sandwiches (Vegetarian and Non-Vegetarian)
   - Mini Quiches
   - Chicken Skewers
   - Fresh Garden Salad
   - Fruit Platter
   - Assorted Pastries and Desserts
   - Tea, Coffee, and Soft Drinks

2. **Premier Buffet Menu:**
   - Smoked Salmon Canapés
   - Roast Beef and Horseradish Wraps
   - Spinach and Feta Puffs
   - Prawn Cocktail Salad
   - Gourmet Cheese and Crackers
   - Chocolate Fondue with Fresh Fruit
   - Selection of Premium Wines and Beers

### **Pricing:**
- **Boat Hire:** £1,200 for 4 hours (5:00 PM to 9:00 PM)
- **Standard Buffet Menu:** £30 per person
- **Premier Buffet Menu:** £50 per person

Please let us know if you have any specific dietary requirements or preferences, and we can tailor the menu accordingly. If you would like to discuss this further or have any additional questions, please feel free to contact us at our office number: 0207 123 4567.

Alternatively, I will be happy to call you directly at 07700 900123 at a time that is convenient for you.

Thank you again, John. We look forward to the opportunity to host your corporate event and ensure a memorable and successful retreat for your team.

Best regards,

James
Boathire Team",Send Offer,Send Offer / Catered / Aquaholic
176,0,"Subject: Inquiry About Boat Hire on 15th November for 25 People with Catering

Dear Boathire Team,

I hope this email finds you well. I am interested in hiring a boat for an upcoming event and would appreciate your assistance with the arrangements.

The event in question is a corporate team-building outing for our company, and we plan to host 25 guests. We are looking to hire the boat on the 15th of November, ideally from 10:00 AM to 4:00 PM. Additionally, we would require catering for the event, including a buffet lunch and some refreshments throughout the day.

Could you please provide details on the availability of a suitable boat, the cost involved, and the options available for catering? If there are any additional amenities or packages that you offer, we would love to hear about them as well.

Thank you for your assistance. I look forward to your prompt response.

Best regards,

Chris Taylor
chris.taylor@example.com
020 7946 0958",Receive Enquiry,Receive Enquiry / Catered / Medium Group
176,1,"Subject: Re: Inquiry About Boat Hire on 15th November for 25 People with Catering

Dear Chris Taylor,

Thank you for reaching out to Boathire. We hope this email finds you well. We are delighted to assist you with your corporate team-building outing.

For your event on the 15th of November, I am pleased to inform you that the Aquaholic (for up to 30 people) is available and would be a perfect fit for your group of 25 guests. The charter time of 10:00 AM to 4:00 PM fits well into our scheduling.

Regarding catering, we offer several options to suit your needs:
1. Standard Buffet Lunch: Includes a variety of sandwiches, salads, and refreshments.
2. Premium Buffet Lunch: Includes hot dishes, a selection of desserts, and premium refreshments.
3. Custom Catering: We can also accommodate special dietary requirements and preferences.

Here are the details:

### Boat Hire Cost:
- 6-hour charter of the Aquaholic: £1200

### Catering Options:
- Standard Buffet Lunch: £25 per person
- Premium Buffet Lunch: £40 per person

### Additional Amenities:
- Onboard entertainment system
- Complimentary WiFi
- PA system
- Climate control

If you opt for the Standard Buffet Lunch, the total cost would be as follows:
- Boat Hire: £1200
- Catering: 25 guests x £25 = £625
- Total: £1825

If you opt for the Premium Buffet Lunch, the total cost would be:
- Boat Hire: £1200
- Catering: 25 guests x £40 = £1000
- Total: £2200

We also offer additional packages such as live music, guided tours, and team-building activities onboard, should you be interested. 

Please let us know your preferred catering option and if you need any additional amenities or packages. We will then proceed with finalizing your booking and send you the necessary details.

Thank you for considering Boathire for your event. We look forward to making your team-building outing a memorable success.

Best regards,

James
Boathire Team
james@boathire.com
020 7946 0958",Send Offer,Send Offer / Catered / Aquaholic
177,0,"Subject: Boat Hire Inquiry for Corporate Event on 25th November

Dear Boathire Team,

I hope this message finds you well.

I am writing to inquire about hiring a boat for a corporate event we are planning on the 25th of November. We are expecting approximately 20 guests for this event, which will include both employees and key clients.

We are particularly interested in a catered arrangement. Could you please provide details on your catering options, including menus and pricing? Additionally, we would like to know the availability of boats that can comfortably accommodate our group size.

We would prefer to start the event at around 6 PM and expect it to last for approximately 4 hours. My name is John Smith, and I would greatly appreciate it if you could also provide information on the total cost and any additional services you might offer for such events.

Thank you very much for your time and assistance. I look forward to hearing from you soon.

Best regards,

John Smith
Email: john.smith@example.com
Phone: 07123 456789",Receive Enquiry,Receive Enquiry / Catered / Medium Group
177,1,"Subject: Re: Boat Hire Inquiry for Corporate Event on 25th November

Dear John Smith,

Thank you for reaching out to Boathire for your corporate event needs. We appreciate your interest in our services and would be delighted to assist you with your upcoming event.

Given that you are expecting approximately 20 guests, I would recommend either the Aquaholic for up to 30 people or the Harbor Harmony. Both vessels will provide ample space and comfort for your group size.

Regarding your interest in a catered arrangement, we offer various catering options ranging from light refreshments to full-course meals. Below are some examples of our catering packages:

1. **Classic Package**:
   - Finger sandwiches
   - Assorted canapés
   - Fresh fruit platters
   - Tea, coffee, and soft drinks
   - Price: £25 per person

2. **Premium Package**:
   - Gourmet sandwiches and wraps
   - Selection of hot and cold canapés
   - Cheese and charcuterie boards
   - Desserts and pastries
   - Tea, coffee, soft drinks, and a glass of sparkling wine upon arrival
   - Price: £40 per person

3. **Luxury Package**:
   - Three-course meal with options for starters, mains, and desserts
   - Selection of wines and cocktails
   - Tea, coffee, and soft drinks
   - Price: £65 per person

To give you an estimate of the total cost, here is a breakdown assuming you choose the Aquaholic and the Premium Catering Package:

- **Boat Hire for 4 hours (Aquaholic)**: £800
- **Catering (Premium Package)**: £40 x 20 guests = £800
- **Total Cost**: £1600

This estimate includes the duration of your event starting at 6 PM and lasting approximately 4 hours. Please note that these prices are subject to availability and confirmation.

Additionally, we offer various services to enhance your event, such as live music, DJ hire, decorations, and more. If you are interested in any of these services, do let us know, and we can provide further details and pricing.

Please let us know if you would like to proceed with this reservation or if you have any specific requests or questions. We are here to ensure your event is a success.

Thank you once again for considering Boathire. We look forward to the opportunity to host your corporate event.

Best regards,

James
Boathire Team 
Email: info@boathire.co.uk 
Phone: 07123 987654",Send Offer,Send Offer / Catered / Aquaholic
178,0,"Subject: Inquiry for Boat Hire and Catering Services

Dear Boathire Team,

I hope this message finds you well.

My name is John Smith, and I am interested in hiring a boat for a corporate event I'm organizing. We are expecting approximately 20 guests for this occasion. Here are the details:

**Event:** Corporate Networking Event  
**Date:** 15th October 2023  
**Time:** 3:00 PM - 7:00 PM  
**Number of Guests:** 20

Additionally, we would like to request catering services for the event. Could you please provide me with the following information:

1. The types of boats available for hire and their respective capacities.
2. The catering options available, along with menus and pricing.
3. Any associated costs and packages for both boat hire and catering services.
4. Availability of the boat on the specified date and time.

Thank you very much for your assistance. I look forward to hearing from you soon and hopefully working together to make this event a success.

Best regards,

John Smith  
[Your contact information]",Receive Enquiry,Receive Enquiry / Catered / Medium Group
178,1,"Subject: Re: Inquiry for Boat Hire and Catering Services

Dear John Smith,

Thank you for reaching out to Boathire. We are delighted to assist you with your corporate networking event. Below, you will find the information requested regarding our boat hire and catering services.

**Boat Options for Hire**

1. **Aquaholic (Up to 60 people)**
2. **Aquaholic (Up to 30 people)**
3. **Harbor Harmony (For smaller, more intimate gatherings)**

Given that you are expecting 20 guests, the Aquaholic with a capacity of up to 30 people would be ideal for your occasion.

**Catering Options**

We offer a variety of catering services ranging from light refreshments to full-course meals. Our catering packages include:

1. **Standard Package** - Includes light snacks, finger foods, and beverages.
2. **Premium Package** - Includes a wider selection of appetizers, hot and cold dishes, desserts, and a selection of beverages.
3. **Deluxe Package** - A gourmet experience with a variety of international cuisines, premium beverages, and specialty desserts.

**Pricing**

Below are the estimated costs for boat hire and catering services:

1. **Boat Hire:**
   - Aquaholic (Up to 30 people): £1,000 for 4 hours

2. **Catering Services:**
   - Standard Package: £25 per person
   - Premium Package: £45 per person
   - Deluxe Package: £70 per person

**Associated Costs:**
- **Boat Charter (Aquaholic, up to 30 people):** £1,000
- **Standard Catering Package for 20 guests:** £500
- **Total Estimated Cost (Boat Hire + Standard Catering):** £1,500

**Availability**

I have checked our schedule, and we have availability on the 15th of October 2023 from 3:00 PM to 7:00 PM for the Aquaholic (up to 30 people).

**Next Steps**

If you would like to proceed with the booking, kindly let us know your choice of catering package and any additional requirements you might have. Once confirmed, we can send you a formal quotation and booking agreement.

Thank you for considering Boathire for your event. We look forward to working together to make your corporate networking event a memorable one.

Best regards,

James  
Boathire Team  
[Your contact information]",Send Offer,Send Offer / Catered / Aquaholic
179,0,"Subject: Boat Hire for Corporate Event on 20th November

Dear Boathire Team,

I hope this email finds you well.

I am writing to inquire about hiring a boat for a corporate event we are planning. The event is scheduled for the 20th of November, and we are expecting around 25 guests. We would need the boat for the entire afternoon, from 1:00 PM to 5:00 PM.

In addition, we would like to request catering services for the event. Could you please provide us with a sample menu and the associated costs? We are looking for a selection of light refreshments and finger foods, along with some options for beverages, both alcoholic and non-alcoholic.

If you could also let us know about the availability of the boats and the pricing for the rental, it would be greatly appreciated.

Thank you very much for your assistance. I look forward to your prompt response.

Best regards,
James Palmer
Email: james.palmer@example.com
Phone: 07700 900111",Receive Enquiry,Receive Enquiry / Catered / Medium Group
179,1,"Subject: Re: Boat Hire for Corporate Event on 20th November

Dear James Palmer,

Thank you for your inquiry regarding your corporate event on the 20th of November. We are delighted to assist you in planning your event.

For your group of 25 guests, we recommend The Aquaholic, which accommodates up to 30 people comfortably. This beautiful boat will provide an ideal setting for your afternoon event from 1:00 PM to 5:00 PM.

Regarding catering, we offer a variety of menus tailored to your preferences. Below is a sample menu along with associated costs:

**Sample Menu:**

**Light Refreshments & Finger Foods:**
- Assorted Sandwiches Platter (Vegetarian and Non-Vegetarian)
- Chicken Satay Skewers
- Mini Quiches (Vegetarian and Non-Vegetarian)
- Smoked Salmon Blinis
- Fresh Vegetable Crudités with Dips
- Assorted Cheese and Crackers

**Beverages:**
- Soft Drinks (Coke, Diet Coke, Lemonade)
- Freshly Squeezed Juices
- Mineral Water
- Selection of Teas and Coffees
- Wine (Red/White)
- Bottled Beers
- Prosecco

**Cost:**
- Catering per person: £35
- Beverages package per person: £15 (includes both alcoholic and non-alcoholic options)

In addition to the catering costs, the rental price for The Aquaholic is £500 for the afternoon session (1:00 PM to 5:00 PM). 

To summarize:
- Boat Rental (The Aquaholic): £500
- Catering for 25 guests: £875
- Beverages for 25 guests: £375

**Total Cost: £1,750**

Please confirm if you would like to proceed with this booking or if you have any other specific requirements. Once confirmed, we will prepare a detailed contract for your review.

Should you have further questions or need additional information, please feel free to reach out to us.

Looking forward to your response.

Best regards,

James  
Boathire Team  
Email: info@boathire.com  
Phone: 0800 123 456",Send Offer,Send Offer / Catered / Aquaholic
180,0,"Subject: Boat Hire Enquiry for Corporate Event - Catering Required

Dear Boathire Team,

I hope this email finds you well.

I am writing to inquire about hiring a boat for an upcoming corporate event. We are planning to host this event on the 15th of November 2023 and would require the boat from 4 PM to 9 PM. We anticipate having approximately 25 guests.

As this is a corporate gathering, we would also require catering services. Could you please provide detailed information on the available catering options and packages? We are looking for a mix of canapés, light bites, and beverages to be served throughout the event.

Additionally, could you let me know about your availability on the specified date and the pricing details for both the boat hire and catering services?

Thank you very much for your assistance, and I look forward to your prompt response.

Best regards,

John Smith
john.smith@example.com
+44 1234 567890",Receive Enquiry,Receive Enquiry / Catered / Medium Group
180,1,"Subject: Re: Boat Hire Enquiry for Corporate Event - Catering Required

Dear John,

Thank you for your email and for considering Boathire for your upcoming corporate event. 

We are delighted to inform you that we have availability on the 15th of November 2023 for the specified time from 4 PM to 9 PM. Given that you are expecting approximately 25 guests, we recommend chartering **The Aquaholic** which can comfortably accommodate up to 30 people. 

Regarding the catering services, we offer a variety of packages that can be customized to suit your needs. Below are some of our standard catering options:

**1. Silver Package:**
   - A selection of 5 different canapés 
   - A variety of light bites
   - Soft drinks and juices

**2. Gold Package:**
   - A selection of 8 different canapés 
   - A variety of light bites
   - Wine and beer options

**3. Platinum Package:**
   - A selection of 12 different canapés 
   - A variety of light bites
   - Premium wine, beer, and a selection of cocktails

For a more detailed menu and customization, we can arrange a meeting or provide a comprehensive document outlining all choices.

**Pricing Details:**

- **The Aquaholic Hire Fee:** £1,500 for the duration of 5 hours.
- **Catering Packages:**
  - Silver Package: £45 per person
  - Gold Package: £60 per person
  - Platinum Package: £80 per person

To confirm your booking and finalize the details, please let us know which catering package you are interested in and if there are any specific dietary requirements we should be aware of.

Should you require further information or wish to discuss this in more detail, feel free to contact us. We are here to ensure your corporate event is a memorable one.

Thank you once again for considering Boathire.

Best regards,

James
Boathire Team
info@boathire.co.uk
+44 1234 567891",Send Offer,Send Offer / Catered / Aquaholic
180,2,"Subject: Re: Boat Hire Enquiry for Corporate Event - Catering Required

Dear James,

Thank you for your prompt response and the detailed information regarding the boat hire and catering services. 

The Aquaholic sounds like an excellent choice for our event, and the catering packages look appealing. Given the overall cost for the boat hire and catering, I was wondering if there might be any possibility of offering a discount, considering the duration and number of guests? 

We are working within a specific budget for our corporate event, and this consideration would greatly assist in finalizing our plans with Boathire.

I appreciate your understanding and look forward to your favorable response.

Best regards,

John Smith
john.smith@example.com
+44 1234 567890",Discount Requested,Discount Requested
180,3,"Subject: Customer Discount Request for Corporate Event – Please Review

Hi Sarah,

I hope you’re well.

I received an enquiry from a customer named John Smith regarding the charter of The Aquaholic for a corporate event on the 15th of November 2023. He is interested in one of our catering packages as well.

John has requested a discount, considering the duration of the event and the number of guests (approximately 25 people). Could you please review this request and get in contact with him to offer or decline the discount?

You can reach him at john.smith@example.com or +44 1234 567890.

Thanks for your assistance with this.

Best regards,

James",Request Approval,Request Approval
180,4,"Subject: Re: Boat Hire Enquiry for Corporate Event - Catering Required

Dear John,

Thank you for your email and your continued interest in Boathire.

We appreciate your consideration and are pleased to offer a discount for your upcoming corporate event. Given the duration and the number of guests, we can offer a 10% discount on the boat hire fee for The Aquaholic.

This means the hire fee for The Aquaholic will be reduced to £1,350 for your event.

Regarding the catering packages, we can also provide a 5% discount on your selected package. Here are the revised prices per person:

- **Silver Package:** £42.75 per person
- **Gold Package:** £57 per person
- **Platinum Package:** £76 per person

We hope these discounts will help in accommodating your budget. Please let us know which catering package you are interested in and if there are any specific dietary requirements we need to be aware of.

We look forward to hosting your corporate event and ensuring it is a memorable occasion.

Best regards,

Sarah
Boathire Team
info@boathire.co.uk
+44 1234 567891",Send offer with Discount,Send Offer / Catered / Aquaholic / Discounted
180,5,"Subject: Confirmation of Booking for The Aquaholic - 15th November 2023

Dear Sarah,

Thank you very much for offering a discount; it is greatly appreciated.

I would like to confirm the booking of The Aquaholic for our corporate event on the 15th of November 2023, from 4 PM to 9 PM. Additionally, we will opt for the Gold Package catering at the revised price of £57 per person.

We have no specific dietary requirements at this time, but I will provide any updates should there be any changes.

Could you please send over a formal booking confirmation along with any required documentation or deposits needed to finalize the booking?

Thank you once again for your assistance. We look forward to an enjoyable event with Boathire.

Best regards,

John Smith
john.smith@example.com
+44 1234 567890",Receive Booking,Receive Booking / Aquaholic
181,0,"Subject: Boat Hire Inquiry for a Corporate Event

Dear Boathire Team,

I hope this email finds you well.

I am writing to inquire about the possibility of hiring a boat for a corporate event we are planning. We are looking to accommodate 25 guests for this event, which is scheduled for Saturday, the 20th of May.

We would need the boat from 3:00 PM until 9:00 PM. Additionally, we require catering services for the duration of the event. Could you please provide details on your catering options and any menu packages you might have available?

The nature of the event is a company anniversary celebration, so we aim to create a memorable and enjoyable experience for all of our guests.

Thank you in advance for your assistance. I look forward to your prompt response with availability, pricing, and any other relevant information.

Best regards,

John Williams
Corporate Events Coordinator
[Your Company Name]
[Your Contact Information]",Receive Enquiry,Receive Enquiry / Catered / Medium Group
